"NCM"|"EX"|"DESCRIÇÃO"|"AL_IPI"|"CST_IPI_ENTRADA"|"CST_IPI_SAÍDA"|"CST_PIS_COFINS_ENTRADA"|"CST_PIS_COFINS_SAÍDA"|"CÓDIGO_JUSTIFICATIVA_ENQUADRAMENTO_PIS_COFINS"
"44092100"|""|"Madeira (incluídos os tacos e frisos de parquê, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, polida ou unida pelas extremidades - De não coníferas - De bambu"|10|"00"|"50"|""|""|""
"44092900"|""|"Madeira (incluídos os tacos e frisos de parquê, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, polida ou unida pelas extremidades - De não coníferas - Outras"|10|"00"|"50"|""|""|""
"44101110"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - De madeira - Painéis de partículas - Em bruto ou simplesmente polidos"|5|"00"|"50"|""|""|""
"44101121"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - De madeira - Painéis de partículas - Recobertos na superfície com papel impregnado de melamina - Em ambas as faces, com película protetora na face superior e trabalho de encaixe nas quatro laterais, dos tipos utilizados para pavimentos"|5|"00"|"50"|""|""|""
"44101129"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - De madeira - Painéis de partículas - Recobertos na superfície com papel impregnado de melamina - Outros"|5|"00"|"50"|""|""|""
"44101190"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - De madeira - Painéis de partículas - Outros"|5|"00"|"50"|""|""|""
"44101210"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - De madeira - Painéis denominados “oriented strand board” (OSB) - Em bruto ou simplesmente polidos"|5|"00"|"50"|""|""|""
"44101290"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - De madeira - Painéis denominados “oriented strand board” (OSB) - Outros"|5|"00"|"50"|""|""|""
"44101911"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - De madeira - Outros - Painéis denominados “waferboard” - Em bruto ou simplesmente polidos"|5|"00"|"50"|""|""|""
"44101919"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - De madeira - Outros - Painéis denominados “waferboard” - Outros"|5|"00"|"50"|""|""|""
"44101991"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - De madeira - Outros - Outros - Em bruto ou simplesmente polidos"|5|"00"|"50"|""|""|""
"44101992"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - De madeira - Outros - Outros - Recobertos na superfície com papel impregnado de melamina"|5|"00"|"50"|""|""|""
"44101999"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - De madeira - Outros - Outros - Outros"|5|"00"|"50"|""|""|""
"44109000"|""|"Painéis de partículas, painéis denominados “oriented strand board” (OSB) e painéis semelhantes (por exemplo, “waferboard”), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Outros"|5|"00"|"50"|""|""|""
"44111210"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Painéis de média densidade (denominados MDF) - De espessura não superior a 5 mm - Não trabalhados mecanicamente nem recobertos à superfície"|5|"00"|"50"|""|""|""
"44111290"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Painéis de média densidade (denominados MDF) - De espessura não superior a 5 mm - Outros"|5|"00"|"50"|""|""|""
"44111310"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Painéis de média densidade (denominados MDF) - De espessura superior a 5 mm mas não superior a 9 mm - Não trabalhados mecanicamente nem recobertos à superfície"|5|"00"|"50"|""|""|""
"44111391"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Painéis de média densidade (denominados MDF) - De espessura superior a 5 mm mas não superior a 9 mm - Outros - Recobertos em ambas as faces com papel impregnado de melamina, película protetora na face superior e trabalho de encaixe nas quatro laterais, dos tipos utilizados para pavimentos"|5|"00"|"50"|""|""|""
"44111399"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Painéis de média densidade (denominados MDF) - De espessura superior a 5 mm mas não superior a 9 mm - Outros - Outros"|5|"00"|"50"|""|""|""
"44111410"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Painéis de média densidade (denominados MDF) - De espessura superior a 9 mm - Não trabalhados mecanicamente nem recobertos à superfície"|5|"00"|"50"|""|""|""
"44111490"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Painéis de média densidade (denominados MDF) - De espessura superior a 9 mm - Outros"|5|"00"|"50"|""|""|""
"44119210"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Outros - Com densidade superior a 0,8 g/cm3 - Não trabalhados mecanicamente nem recobertos à superfície"|5|"00"|"50"|""|""|""
"44119290"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Outros - Com densidade superior a 0,8 g/cm3 - Outros"|5|"00"|"50"|""|""|""
"44119310"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Outros - Com densidade superior a 0,5 g/cm3 mas não superior a 0,8 g/cm3 - Não trabalhados mecanicamente nem recobertos à superfície"|5|"00"|"50"|""|""|""
"44119390"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Outros - Com densidade superior a 0,5 g/cm3 mas não superior a 0,8 g/cm3 - Outros"|5|"00"|"50"|""|""|""
"44119410"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Outros - Com densidade não superior a 0,5 g/cm3 - Não trabalhados mecanicamente nem recobertos à superfície"|5|"00"|"50"|""|""|""
"44119490"|""|"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos - Outros - Com densidade não superior a 0,5 g/cm3 - Outros"|5|"00"|"50"|""|""|""
"44121000"|""|"Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes - De bambu"|5|"00"|"50"|""|""|""
"44123100"|""|"Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes - Outras madeiras compensadas (contraplacadas), constituídas exclusivamente por folhas de madeira (exceto de bambu) cada uma das quais de espessura não superior a 6 mm - Com pelo menos uma face de madeiras tropicais mencionadas na Nota 1 de subposições do presente Capítulo"|5|"00"|"50"|""|""|""
"44123200"|""|"Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes - Outras madeiras compensadas (contraplacadas), constituídas exclusivamente por folhas de madeira (exceto de bambu) cada uma das quais de espessura não superior a 6 mm - Outras, com pelo menos uma face de madeira não conífera"|5|"00"|"50"|""|""|""
"44123900"|""|"Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes - Outras madeiras compensadas (contraplacadas), constituídas exclusivamente por folhas de madeira (exceto de bambu) cada uma das quais de espessura não superior a 6 mm - Outras"|5|"00"|"50"|""|""|""
"44129400"|""|"Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes - Outras - Com alma aglomerada, alveolada ou lamelada"|5|"00"|"50"|""|""|""
"44129900"|""|"Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes - Outras - Outras"|5|"00"|"50"|""|""|""
"44130000"|""|"Madeira densificada, em blocos, pranchas, lâminas ou perfis"|10|"00"|"50"|""|""|""
"44140000"|""|"Molduras de madeira para quadros, fotografias, espelhos ou objetos semelhantes"|10|"00"|"50"|""|""|""
"44151000"|""|"Caixotes, caixas, engradados, barricas e embalagens semelhantes, de madeira; carretéis para cabos, de madeira; paletes simples, paletes-caixas e outros estrados para carga, de madeira; taipais de paletes de madeira - Caixotes, caixas, engradados, barricas e embalagens semelhantes; carretéis para cabos"|0|"01"|"51"|""|""|""
"44152000"|""|"Caixotes, caixas, engradados, barricas e embalagens semelhantes, de madeira; carretéis para cabos, de madeira; paletes simples, paletes-caixas e outros estrados para carga, de madeira; taipais de paletes de madeira - Paletes simples, paletes-caixas e outros estrados para carga; taipais de paletes"|0|"01"|"51"|""|""|""
"44160010"|""|"Barris, cubas, balsas, dornas, selhas e outras obras de tanoeiro e respectivas partes de madeira, incluídas as aduelas - De carvalho (Quercus spp.)"|0|"01"|"51"|""|""|""
"44160090"|""|"Barris, cubas, balsas, dornas, selhas e outras obras de tanoeiro e respectivas partes de madeira, incluídas as aduelas - Outros"|0|"01"|"51"|""|""|""
"44170010"|""|"Ferramentas, armações e cabos, de ferramentas, de escovas e de vassouras, de madeira; formas, alargadeiras e esticadores, para calçados, de madeira - Ferramentas"|0|"01"|"51"|""|""|""
"44170020"|""|"Ferramentas, armações e cabos, de ferramentas, de escovas e de vassouras, de madeira; formas, alargadeiras e esticadores, para calçados, de madeira - Formas, alargadeiras e esticadores, para calçados"|0|"01"|"51"|""|""|""
"44170090"|""|"Ferramentas, armações e cabos, de ferramentas, de escovas e de vassouras, de madeira; formas, alargadeiras e esticadores, para calçados, de madeira - Outros"|0|"01"|"51"|""|""|""
"44181000"|""|"Obras de marcenaria ou de carpintaria para construções, incluídos os painéis celulares, os painéis montados para revestimento de pavimentos (pisos) e as fasquias para telhados “shingles e shakes”), de madeira - Janelas, janelas de sacada e respectivos caixilhos e alizares"|0|"01"|"51"|""|""|""
"44182000"|""|"Obras de marcenaria ou de carpintaria para construções, incluídos os painéis celulares, os painéis montados para revestimento de pavimentos (pisos) e as fasquias para telhados “shingles e shakes”), de madeira - Portas e respectivos caixilhos, alizares e soleiras"|0|"01"|"51"|""|""|""
"44184000"|""|"Obras de marcenaria ou de carpintaria para construções, incluídos os painéis celulares, os painéis montados para revestimento de pavimentos (pisos) e as fasquias para telhados “shingles e shakes”), de madeira - Armações para concreto"|5|"00"|"50"|""|""|""
"44185000"|""|"Obras de marcenaria ou de carpintaria para construções, incluídos os painéis celulares, os painéis montados para revestimento de pavimentos (pisos) e as fasquias para telhados “shingles e shakes”), de madeira - Fasquias para telhados (“shingles” e “shakes”)"|5|"00"|"50"|""|""|""
"44186000"|""|"Obras de marcenaria ou de carpintaria para construções, incluídos os painéis celulares, os painéis montados para revestimento de pavimentos (pisos) e as fasquias para telhados “shingles e shakes”), de madeira - Postes e vigas"|5|"00"|"50"|""|""|""
"44187100"|""|"Obras de marcenaria ou de carpintaria para construções, incluídos os painéis celulares, os painéis montados para revestimento de pavimentos (pisos) e as fasquias para telhados “shingles e shakes”), de madeira - Painéis montados para revestimento de pavimentos (pisos) - Para pavimentos (pisos) em mosaico"|5|"00"|"50"|""|""|""
"44187200"|""|"Obras de marcenaria ou de carpintaria para construções, incluídos os painéis celulares, os painéis montados para revestimento de pavimentos (pisos) e as fasquias para telhados “shingles e shakes”), de madeira - Painéis montados para revestimento de pavimentos (pisos) - Outros, de camadas múltiplas"|5|"00"|"50"|""|""|""
"44187900"|""|"Obras de marcenaria ou de carpintaria para construções, incluídos os painéis celulares, os painéis montados para revestimento de pavimentos (pisos) e as fasquias para telhados “shingles e shakes”), de madeira - Painéis montados para revestimento de pavimentos (pisos) - Outros"|5|"00"|"50"|""|""|""
